4.99, crypto_hash/sha512/openssl  gcc-9
5.13, crypto_hash/sha512/openssl  clang
5.13, crypto_hash/sha512/openssl  gcc
6.72, crypto_hash/sha512/sphlib-small  gcc-9
6.75, crypto_hash/sha512/sphlib  gcc-9
7.66, crypto_hash/sha512/sphlib  gcc
7.66, crypto_hash/sha512/sphlib-small  gcc
9.09, crypto_hash/sha512/hacl_star/vec32  gcc
9.85, crypto_hash/sha512/hacl_star/vec32  gcc-9
10.65, crypto_hash/sha512/hacl_star/vec32  clang
11.73, crypto_hash/sha512/hacl_star/vec256  clang
11.85, crypto_hash/sha512/sphlib  clang
11.85, crypto_hash/sha512/sphlib-small  clang
13.65, crypto_hash/sha512/hacl_star/vec256  gcc-9
14.61, crypto_hash/sha512/hacl_star/vec256  gcc
14.97, crypto_hash/sha512/hacl_star/vec512  clang
19.86, crypto_hash/sha512/hacl_star/vec512  gcc-9
